Noise Category,RMS_mean,RMS_std,CF_mean,CF_std,Kurtosis_mean,Kurtosis_std
low,0.021908525454781242,0.00024827680214801925,4.720846180417219,1.1009025343809526,0.2645987034331236,2.5506214957940596
medium,0.02195056766291039,0.0003689506797725816,4.752226773103441,0.8395265374508873,0.1208332426083738,0.630545233749342
high,0.02188512678682821,0.00022044670680983067,5.288807453677894,0.924750274181147,0.24861056513831806,0.3545762090605461
